Time,Date,kwh
5pm ,20-Jul-2014,2.333  
11pm ,18-Apr-2014,0.276   
9pm ,12-Sep-2014,0.328kwh  
11pm ,29-Jun-2014,0.738
2am ,14-Aug-2014,0.259kwh 
7am ,22-Feb-2014,1.411  
3am , 9-Mar-2014,0.283kwh 
8pm ,27-Jan-2014,2.976   
11am ,28-Oct-2014,0.297kwh
12pm ,10-May-2014,0.533kwh 
4am ,10-Jan-2014,0.356kwh  
12am , 1-Apr-2014,0.10kwh  
4pm ,22-Aug-2014,0.418 
8pm ,30-Jun-2014,2.765 
11pm ,22-Apr-2014,0.153kwh
11am ,25-Apr-2014,0.123 
6am ,8-Jul-2014,2.765kwh
7pm ,9-Feb-2014,2.074kwh
12pm ,16-Nov-2014,0.302kwh 
12am ,16-Nov-2014,0.31kwh  
12am ,23-May-2014,0.278kwh
12pm , 5-Aug-2014,0.492 
4pm ,31-May-2014,0.634 
10pm ,05-Sep-2014,0.539  
2am ,26-Oct-2014,0.146kwh  
11am ,31-Dec-2014,0.567kwh
7am ,16-Jan-2014,2.07
2pm ,08-May-2014,0.288kwh 
11pm ,17-Nov-2014,0.225kwh
7pm , 2-Nov-2014,0.648
4pm ,12-Jun-2014,0.806  
5pm , 2-Dec-2014,1.43kwh  
9am ,11-Sep-2014,0.181
5am ,21-Apr-2014,0.264
5pm ,25-Sep-2014,0.774  
10am ,06-Aug-2014,0.562  
1pm , 1-Dec-2014,0.352  
2am ,16-Sep-2014,0.113 
6am ,29-Jul-2014,3.226 
6am ,29-May-2014,0.778   
5pm ,10-Sep-2014,0.928  
2am ,29-Mar-2014,0.197   
6pm ,24-Jun-2014,2.47kwh  
9pm ,24-Jan-2014,0.80  
2pm ,04-Aug-2014,0.538
8am ,23-Aug-2014,1.576 
5pm ,29-Jul-2014,2.964   
4pm ,08-Feb-2014,1.145  
7am ,29-Jul-2014,1.922   
8pm ,9-Mar-2014,1.382   
11am ,25-Mar-2014,0.412  
1pm ,28-Feb-2014,0.394  
8pm ,16-Jul-2014,4.147   
1am ,17-Sep-2014,0.133kwh
1am ,2-Jun-2014,0.378  
6am ,16-Mar-2014,0.512kwh 
2am ,01-Jan-2014,0.332   
9pm ,26-Oct-2014,0.306
7am ,17-Feb-2014,1.112   
7am ,23-Jul-2014,1.879kwh
6pm ,14-Dec-2014,2.257 
3am ,19-Apr-2014,0.099kwh
11pm , 1-Oct-2014,0.261  
8am ,24-Jul-2014,1.018  
9pm , 1-Aug-2014,0.557kwh  
7am ,16-Feb-2014,1.469  
3am ,21-Feb-2014,0.25kwh 
8pm ,25-Oct-2014,0.972
5pm ,24-May-2014,0.742kwh 
2pm , 4-Jan-2014,1.776kwh 
5pm ,14-Dec-2014,1.03   
8am , 3-Feb-2014,0.413
10pm ,17-Jul-2014,1.272 
11am ,14-Mar-2014,0.46kwh 
12pm ,12-Nov-2014,0.223  
8am ,13-Mar-2014,0.272kwh
9am , 7-May-2014,0.218 
4pm ,17-Jun-2014,0.72  
9am ,15-Jul-2014,0.59   
7pm , 5-Apr-2014,0.556   
9am ,30-Apr-2014,0.083kwh  
12am ,05-May-2014,0.226kwh  
9am ,20-Mar-2014,0.262kwh 
9pm ,24-Jul-2014,1.152kwh
3am ,29-Jun-2014,0.562  
8am ,9-Aug-2014,1.763kwh 
10pm ,08-Aug-2014,0.806 
2pm , 5-Jan-2014,1.44  
2pm ,19-May-2014,0.342
12pm ,08-Oct-2014,0.351
6pm ,11-Aug-2014,1.814kwh 
6pm ,26-Dec-2014,1.355kwh  
4pm ,18-Dec-2014,0.462  
1am ,28-May-2014,0.138  
12am , 3-Nov-2014,0.157 
5pm ,23-Sep-2014,0.91 
7am ,04-Jun-2014,1.636kwh
4am , 3-Mar-2014,0.179kwh
12pm ,27-Mar-2014,0.42 
11am ,12-Jan-2014,1.128kwh
12pm ,21-Oct-2014,0.351 
3pm ,29-Sep-2014,0.336
9pm , 8-Nov-2014,0.162  
8am , 5-May-2014,0.288 
12am ,11-Jan-2014,1.712kwh 
11pm ,29-Mar-2014,0.80 
5pm , 3-Jul-2014,3.12kwh
2am ,27-Nov-2014,0.079 
9pm ,24-Nov-2014,0.281 
4pm , 9-May-2014,0.272  
6pm , 8-Apr-2014,0.344  
2am ,12-Nov-2014,0.107kwh 
8am ,17-Jan-2014,0.768kwh  
4am ,19-Mar-2014,0.155 
10pm ,28-Nov-2014,0.331  
7am ,15-May-2014,0.583kwh
8pm ,10-Apr-2014,0.466   
1am ,12-May-2014,0.192
6am ,22-Jul-2014,2.794   
1pm , 6-Mar-2014,0.346 
2am ,11-Nov-2014,0.098 
7pm , 2-Mar-2014,1.526kwh 
10pm ,01-Apr-2014,0.135kwh  
9pm , 4-Feb-2014,0.583  
11pm ,22-Mar-2014,0.672kwh 
8pm ,1-Feb-2014,1.814kwh 
8pm ,13-Jun-2014,2.477kwh  
1pm ,12-Aug-2014,0.398kwh 
3am ,18-Nov-2014,0.095   
4am , 1-Sep-2014,0.161kwh 
1pm ,14-Sep-2014,0.416
3pm ,22-Jun-2014,1.685kwh  
8pm , 3-Jan-2014,2.624  
8am ,18-Oct-2014,0.827
8pm ,12-Jul-2014,3.715kwh  
2am ,23-Sep-2014,0.118  
10am , 1-Mar-2014,0.394   
11pm ,22-May-2014,0.356  
7am ,04-Oct-2014,0.641kwh 
12pm , 9-May-2014,0.404 
8pm ,29-Apr-2014,0.403  
11pm ,28-Oct-2014,0.348   
4pm ,29-Oct-2014,0.252kwh
8am ,07-May-2014,0.378kwh
3am ,08-May-2014,0.182   
5pm , 6-Nov-2014,0.644 
3am ,17-Aug-2014,0.382 
6am ,9-Apr-2014,0.421kwh
8am ,22-Mar-2014,0.894   
11pm ,28-Feb-2014,1.38 
3pm ,16-Jun-2014,0.835   
8am ,27-Dec-2014,1.702 
2am ,05-Jan-2014,0.654kwh 
6pm ,19-Dec-2014,1.725kwh  
10pm , 3-Apr-2014,0.171   
7pm , 9-Oct-2014,1.264kwh 
11am ,12-Oct-2014,0.31 
4am ,17-Jan-2014,0.472  
3am ,26-Feb-2014,0.283kwh  
9pm , 2-Oct-2014,0.349 
6am ,28-Aug-2014,1.656kwh
1am ,15-Dec-2014,0.253   
8pm ,01-Mar-2014,1.584 
12pm ,25-Mar-2014,0.348  
9pm ,13-Jun-2014,0.648 
3pm ,14-Aug-2014,0.562  
2pm ,06-Jul-2014,1.632kwh 
4pm ,19-Jan-2014,1.728
5pm ,18-Mar-2014,0.926 
11am ,10-Jul-2014,1.428  
1am ,08-Jun-2014,0.583  
4pm ,12-Aug-2014,0.528
3pm ,02-Dec-2014,0.458kwh
3pm ,12-Nov-2014,0.20  
10am ,17-Jun-2014,0.641 
12am ,21-Nov-2014,0.15
2am ,21-Feb-2014,0.221   
5am ,27-Feb-2014,1.188  
4pm ,22-Apr-2014,0.113  
10am ,25-Oct-2014,0.425kwh 
1am , 1-Nov-2014,0.149  
3pm ,06-May-2014,0.278   
11am , 8-Jan-2014,0.94kwh
7pm ,20-Sep-2014,1.121 
10pm ,03-Jan-2014,1.302kwh
3pm ,10-Jun-2014,0.85kwh
10pm , 8-Sep-2014,0.319 
9am ,11-Oct-2014,0.583  
1am ,18-Jul-2014,0.571  
9am ,8-Jan-2014,0.582 
10pm ,14-Oct-2014,0.312kwh  
3pm ,16-Apr-2014,0.13  
5am ,26-Nov-2014,0.574   
10am ,06-Apr-2014,0.203kwh  
7am ,28-Dec-2014,1.096kwh  
6am ,17-Jun-2014,1.814  
12am , 1-Aug-2014,0.342  
3pm , 7-Dec-2014,1.129  
5am , 5-Dec-2014,1.089kwh
9pm ,13-Nov-2014,0.216   
7am ,14-Jun-2014,1.966  
12pm ,14-Apr-2014,0.146
2pm ,16-Jan-2014,0.776  
2pm ,07-Dec-2014,0.713 
9am ,13-Feb-2014,0.349kwh 
3am , 7-Feb-2014,0.262
1pm ,7-Jun-2014,1.123  
6pm ,15-Feb-2014,2.376kwh  
2pm , 6-Jun-2014,0.742kwh
4am , 7-Jun-2014,0.529kwh
7pm ,14-Aug-2014,2.441 
2pm ,13-Apr-2014,0.197kwh
7pm ,26-Mar-2014,1.152kwh
11pm , 2-Jun-2014,0.99  
1pm ,16-Mar-2014,0.499
10am ,20-Dec-2014,0.587  
2am ,14-Jun-2014,0.432 
1pm ,10-Feb-2014,0.413kwh  
12pm ,29-Apr-2014,0.128
12am ,18-Oct-2014,0.514kwh  
9am ,23-Dec-2014,0.317 
2am ,30-Nov-2014,0.122kwh  
10am ,19-Nov-2014,0.158kwh
10pm ,29-Jun-2014,0.837  
3pm ,02-Sep-2014,0.274  
5am ,07-Nov-2014,0.515kwh  
5am , 9-Jan-2014,1.87   
7am ,22-Nov-2014,0.535 
12am , 5-Aug-2014,0.385 
11pm ,23-Apr-2014,0.147  
12pm , 8-Jul-2014,1.116   
5pm , 1-Aug-2014,1.685 
3am , 3-May-2014,0.197  
4pm ,18-Jan-2014,1.512 
2am ,02-Nov-2014,0.155 
1pm ,9-Sep-2014,0.291  
1am ,25-Feb-2014,0.221  
9pm ,22-Feb-2014,0.528kwh 
3pm ,12-Dec-2014,0.378  
5am ,22-Jul-2014,2.534 
11pm ,11-Nov-2014,0.212kwh 
3pm ,29-Nov-2014,0.47kwh 
11am ,22-Jun-2014,1.058 
7pm ,26-Jun-2014,3.272kwh
5am ,13-Aug-2014,1.505
6am ,16-Dec-2014,1.32 
5am ,22-Jan-2014,1.826 
1am ,31-Mar-2014,0.152  
1pm ,10-Jan-2014,0.84  
8pm ,19-May-2014,1.51kwh  
1am ,7-Mar-2014,0.174kwh
8am ,18-Dec-2014,0.475   
2pm ,30-Sep-2014,0.286kwh
2pm ,23-Aug-2014,0.797  
3am ,24-Apr-2014,0.048 
3pm ,26-Dec-2014,0.387  
4am ,30-Jul-2014,0.523kwh 
6am ,15-Dec-2014,1.465kwh
8pm ,19-Oct-2014,1.015   
2pm ,25-Jan-2014,1.472kwh  
6pm , 1-Oct-2014,0.689kwh
10pm ,08-Apr-2014,0.141kwh  
12pm ,11-Feb-2014,0.636   
8am ,23-Mar-2014,1.04 
4am ,01-May-2014,0.149
1pm ,18-Jul-2014,1.085kwh 
1am ,14-Sep-2014,0.204kwh 
9am ,12-Dec-2014,0.35 
11pm , 2-Nov-2014,0.266  
1pm ,04-Oct-2014,0.414 
10pm ,18-Oct-2014,0.252 
6am ,15-Oct-2014,0.662  
3am ,26-Jun-2014,0.403kwh
5am ,17-Oct-2014,0.785 
11pm , 4-Aug-2014,0.66kwh  
9pm ,23-Jan-2014,1.284kwh 
5am ,06-Oct-2014,0.733   
2pm ,08-Feb-2014,0.998 
7pm , 3-Jun-2014,3.305kwh  
10pm ,14-Apr-2014,0.146   
10pm ,15-Jul-2014,1.272kwh 
5pm ,4-Oct-2014,0.513kwh 
5am , 2-Mar-2014,0.206
10am ,11-Nov-2014,0.189kwh 
4pm , 7-Jan-2014,0.80  
4pm ,11-Oct-2014,0.626
6pm , 8-Dec-2014,1.756 
2pm ,29-Oct-2014,0.206 
2pm , 9-Apr-2014,0.104 
3pm ,25-Aug-2014,0.538  
1pm , 5-Sep-2014,0.269kwh 
9am ,26-Oct-2014,0.632kwh 
6pm ,17-Aug-2014,2.592  
2pm ,08-Aug-2014,0.509 
5am ,27-Jul-2014,0.612 
1pm ,27-Apr-2014,0.207   
3pm ,29-Dec-2014,0.37kwh 
4am ,16-Jan-2014,0.388   
5am , 4-Jan-2014,0.51  
7am ,06-Jun-2014,1.393  
10pm ,24-Jan-2014,1.624 
11am ,26-Oct-2014,0.328 
5am ,25-Sep-2014,0.816  
12pm ,22-Mar-2014,0.499 
5am , 5-Aug-2014,1.254kwh 
9am ,22-Nov-2014,0.365  
9pm ,23-Mar-2014,0.499kwh 
12am ,09-Feb-2014,0.998 
11am ,16-Dec-2014,0.572
1pm , 8-Feb-2014,0.749
5pm ,16-Aug-2014,0.907   
2am ,27-May-2014,0.128  
6am , 4-May-2014,0.595  
6pm ,18-Sep-2014,1.088  
9am , 7-Aug-2014,0.31kwh 
7am ,11-Apr-2014,0.216 
4pm ,15-Apr-2014,0.121kwh 
6pm ,21-Oct-2014,1.008  
6am , 6-Jul-2014,2.266 
9am ,13-Apr-2014,0.278  
12am ,12-Sep-2014,0.21
2am ,29-Nov-2014,0.12kwh 
2pm , 3-Aug-2014,0.95kwh
4pm , 2-Apr-2014,0.103kwh
10pm ,22-Sep-2014,0.322kwh 
11pm ,19-Jul-2014,2.256   
7pm , 9-Jun-2014,3.564
1pm ,25-Sep-2014,0.235
7am ,22-Aug-2014,1.037   
3pm ,25-Jun-2014,0.72  
1am ,16-Aug-2014,0.331 
9am ,17-Mar-2014,0.271kwh  
8pm ,22-Jun-2014,3.078kwh
12am ,13-Nov-2014,0.112kwh  
12am ,27-Feb-2014,0.385kwh 
12pm , 6-Sep-2014,0.428 
9am ,18-Oct-2014,0.54kwh  
7pm ,12-Nov-2014,0.948
5am ,14-Aug-2014,1.426kwh 
2am ,13-Jun-2014,0.288   
12pm ,02-Jun-2014,0.873  
9pm ,30-Apr-2014,0.189   
9am ,25-Nov-2014,0.146kwh  
4pm ,19-Mar-2014,0.346  
11am ,12-Sep-2014,0.291kwh  
12am , 5-Feb-2014,0.342  
2pm , 2-Oct-2014,0.274kwh  
9am ,26-Dec-2014,0.353   
10am ,29-Mar-2014,0.408kwh
1pm , 9-Mar-2014,0.547  
5am ,25-Mar-2014,0.704kwh 
11pm ,30-Apr-2014,0.171
9pm ,13-Jan-2014,1.368 
7pm ,26-Jan-2014,3.528
2pm ,29-Jun-2014,1.31 
10am , 3-Jul-2014,0.95
6pm ,10-Jul-2014,3.125  
2pm , 6-Mar-2014,0.298 
8am ,04-Sep-2014,0.272 
8am ,31-Oct-2014,0.274 
11pm ,18-Jun-2014,0.738  
1pm ,13-Jan-2014,0.784   
7pm ,02-Dec-2014,2.158  
1am ,14-Jan-2014,0.444
2am ,26-Apr-2014,0.098 
1am , 3-Nov-2014,0.085  
12pm ,05-Jun-2014,1.008  
9pm ,20-Apr-2014,0.166  
3pm ,3-Oct-2014,0.24kwh  
8am ,01-Feb-2014,1.404 
1am ,29-Jun-2014,0.572kwh
12am ,14-Apr-2014,0.091   
12am ,31-May-2014,0.557  
11am ,31-May-2014,0.547  
11pm ,22-Jan-2014,1.17 
11am ,08-Oct-2014,0.33
9pm ,10-Dec-2014,0.535kwh 
7am ,4-May-2014,0.95   
4am ,22-Jun-2014,0.567
6am , 1-Jun-2014,1.483  
5pm ,15-Aug-2014,1.342kwh 
12pm ,29-Dec-2014,0.567kwh 
9pm ,17-Jul-2014,1.483  
10am , 2-Oct-2014,0.194 
9pm ,6-Jul-2014,1.397 
1pm ,7-Nov-2014,0.209  
1pm ,21-Feb-2014,0.446kwh
10am ,18-May-2014,0.389   
7am ,14-Dec-2014,1.056 
6am , 7-Apr-2014,0.31 
11pm ,5-Mar-2014,0.336
12am ,30-Aug-2014,1.142  
12am ,31-Mar-2014,0.204kwh  
4am ,20-Aug-2014,0.257kwh
6pm ,10-Feb-2014,1.999
1am ,04-Aug-2014,0.242  
7pm ,13-Jun-2014,3.046   
8pm ,23-Aug-2014,1.944  
3pm ,2-Aug-2014,1.123   
10pm ,07-May-2014,0.396  
5pm ,21-Dec-2014,0.98  
11pm , 3-Feb-2014,0.51  
12pm ,25-Sep-2014,0.329kwh
4am ,20-Oct-2014,0.128   
5pm ,27-Apr-2014,0.221kwh  
6am ,17-Jan-2014,1.992kwh 
7am ,09-Jun-2014,1.588kwh  
8am , 3-Dec-2014,0.37  
8pm ,19-Aug-2014,2.17kwh  
6am , 4-Feb-2014,1.613kwh 
2pm ,08-Jul-2014,0.912  
7pm ,25-Mar-2014,1.512kwh
8pm ,09-Nov-2014,0.948  
12pm ,28-Jul-2014,1.32  
6pm , 9-Dec-2014,1.54kwh 
7pm ,12-May-2014,1.512 
3pm ,19-Nov-2014,0.182kwh 
1am ,6-Jan-2014,0.372
1am ,13-Jan-2014,0.452  
10am ,08-Jul-2014,1.066
10am ,26-Apr-2014,0.18  
8am ,10-Jun-2014,0.778kwh  
6am , 1-Apr-2014,0.389kwh 
11pm ,15-Jun-2014,0.864kwh 
12am , 4-Apr-2014,0.082 
9am ,20-Dec-2014,1.02  
11am ,16-May-2014,0.36
9pm ,11-Jun-2014,1.112kwh 
3pm ,25-Mar-2014,0.262kwh 
5pm ,19-Dec-2014,1.244kwh
7pm ,14-Mar-2014,1.31kwh 
2pm ,27-Jul-2014,2.131 
2am ,18-Jan-2014,0.648  
5am , 1-Feb-2014,0.41 
6am ,09-Dec-2014,1.346  
12pm ,10-Jan-2014,1.12kwh 
6am ,20-Nov-2014,0.572  
1pm ,18-May-2014,0.509kwh  
11am , 2-Feb-2014,0.713 
6am ,9-Nov-2014,0.392 
7pm ,11-Mar-2014,1.166
8pm ,26-Feb-2014,1.958  
12pm , 9-Jul-2014,1.02  
9am , 9-Mar-2014,0.655   
7am ,24-Dec-2014,1.079 
12pm , 7-Aug-2014,0.618 
4pm ,21-May-2014,0.291 
8pm , 3-Apr-2014,0.47kwh 
9am ,27-Aug-2014,0.41kwh
11am ,17-Jun-2014,0.792  
3am ,06-Jul-2014,0.864 
1am ,27-Feb-2014,0.271kwh 
6pm ,3-Jun-2014,2.974kwh 
2am , 9-Jul-2014,0.538  
1am ,21-Sep-2014,0.197kwh 
4am ,21-Jan-2014,0.44kwh 
4pm ,20-Oct-2014,0.204 
6am ,31-Jul-2014,2.966kwh 
9am ,23-Apr-2014,0.106 
1pm ,11-Mar-2014,0.346kwh 
2am , 2-Feb-2014,0.324   
1am ,2-Jul-2014,0.538kwh 
6am ,11-Jun-2014,1.901  
10pm ,16-Nov-2014,0.218 
8pm ,29-Oct-2014,0.922 
5am ,10-Nov-2014,0.505kwh 
6am ,2-Dec-2014,1.201kwh 
5am ,27-Aug-2014,1.294  
6am ,29-Jun-2014,1.411kwh
5pm ,22-Mar-2014,0.85 
7pm ,21-Jan-2014,3.672  
1am ,27-Jun-2014,0.382kwh
9am , 2-Mar-2014,0.626
5pm ,17-Aug-2014,1.285   
12pm , 3-Dec-2014,0.594   
12am , 2-Jan-2014,0.69kwh  
6am , 2-Feb-2014,1.094 
9am , 2-Nov-2014,0.348  
5am , 1-Jul-2014,2.508   
9pm ,12-Dec-2014,0.515 
2am ,13-Oct-2014,0.096 
5am ,7-May-2014,0.942  
2pm ,25-Oct-2014,0.557 
5am ,23-Mar-2014,0.283 
7pm ,18-Dec-2014,1.782kwh  
3pm ,23-Sep-2014,0.241kwh  
3am ,17-May-2014,0.211
2am , 9-Jun-2014,0.32
5pm , 6-Mar-2014,1.248 
11pm ,24-Dec-2014,0.649 
6am ,10-Jun-2014,1.987  
8pm ,15-Sep-2014,1.266  
10pm , 6-Jun-2014,1.096   
3am ,10-Sep-2014,0.144
9am , 5-Apr-2014,0.311  
5pm , 9-Feb-2014,1.048kwh 
4am ,11-Feb-2014,0.245 
7pm ,10-Apr-2014,0.605kwh
12pm ,11-Apr-2014,0.167kwh
4am ,11-Jan-2014,0.48 
6am ,10-Apr-2014,0.324 
9am ,20-May-2014,0.192  
11am ,25-Nov-2014,0.234 
2pm ,21-Apr-2014,0.126kwh
9pm ,25-May-2014,0.432  
11am ,19-Feb-2014,0.57
4am ,12-Jun-2014,0.432   
1pm ,24-May-2014,0.552  
6pm ,11-Mar-2014,1.019
12am ,22-Oct-2014,0.212 
5am ,13-Nov-2014,0.594 
1pm , 3-Feb-2014,0.446kwh 
3am ,27-Sep-2014,0.227 
4am ,20-Jun-2014,0.299 
6pm ,19-Jun-2014,2.293 
6am ,18-Apr-2014,0.292  
1am ,3-Jan-2014,0.448
11pm ,27-Feb-2014,0.624  
1am ,28-Sep-2014,0.20kwh 
12pm ,20-Oct-2014,0.282  
9am ,02-Jan-2014,0.678kwh
5am ,18-Jan-2014,0.606kwh
6pm ,23-Dec-2014,1.679kwh  
5am , 1-Apr-2014,0.33 
11pm ,30-Mar-2014,0.368kwh 
8am ,4-Aug-2014,0.432   
7pm , 1-Jul-2014,4.32  
8am ,30-Dec-2014,0.356   
1am , 6-Sep-2014,0.21  
12pm ,3-Jul-2014,1.152kwh  
10am ,11-May-2014,0.442kwh  
5am ,20-Apr-2014,0.10
4am ,14-Mar-2014,0.181  
5am ,05-Nov-2014,0.584
7am ,13-Oct-2014,0.524  
12am ,20-May-2014,0.226  
7am , 1-May-2014,0.799kwh 
4am ,22-Jul-2014,0.403kwh
10am ,19-Dec-2014,0.449 
7pm ,12-Jun-2014,3.046  
7pm ,17-Sep-2014,1.449   
1pm ,29-Jun-2014,1.296
3pm ,29-Jan-2014,0.96  
12pm ,22-Jun-2014,0.864   
6pm ,16-Feb-2014,1.75kwh
9pm ,26-Sep-2014,0.224kwh 
10pm ,15-Mar-2014,0.294  
5pm ,26-Feb-2014,1.778   
3am ,18-Apr-2014,0.049  
4pm ,22-Sep-2014,0.26  
12pm ,30-Jul-2014,1.404kwh 
6am , 8-Aug-2014,1.728   
11pm ,05-Nov-2014,0.225kwh
7pm ,04-May-2014,1.656kwh  
12pm ,30-Jun-2014,0.828 
10am ,31-May-2014,0.552kwh 
6pm ,13-Jan-2014,3.248kwh 
4am , 9-May-2014,0.138kwh
8am ,22-Sep-2014,0.227kwh 
11pm ,04-May-2014,0.364 
8pm ,27-Dec-2014,1.98   
2am ,11-Aug-2014,0.233 
4pm ,23-Nov-2014,0.45  
10pm ,26-Apr-2014,0.139  
11am ,10-Jun-2014,0.729kwh 
10am ,21-Jan-2014,0.88kwh  
12am ,21-Aug-2014,0.36kwh 
3am ,8-Aug-2014,0.276  
3pm ,11-Mar-2014,0.285kwh
3am ,29-Aug-2014,0.271   
2am ,03-May-2014,0.214kwh 
5am , 3-Aug-2014,0.432   
1am ,19-Oct-2014,0.153  
9pm ,10-Nov-2014,0.246  
3pm ,12-Feb-2014,0.418kwh 
8pm ,30-Aug-2014,2.333  
12pm ,06-Mar-2014,0.388
8pm ,31-Jul-2014,3.11 
3pm , 1-May-2014,0.342   
12pm , 8-Jun-2014,1.102   
3pm ,17-Oct-2014,0.257 
7pm ,21-Apr-2014,0.648kwh 
7am , 7-Jul-2014,2.484
4am , 1-Aug-2014,0.194kwh 
5am ,18-Aug-2014,1.386 
10pm ,11-Mar-2014,0.444   
9am ,18-May-2014,0.619 
1am ,15-Apr-2014,0.061  
6am ,16-Aug-2014,0.95kwh
11am ,29-Jul-2014,1.20kwh 
12am , 6-Oct-2014,0.207kwh 
11pm ,22-Feb-2014,1.092kwh 
9am ,17-Aug-2014,0.961kwh
5am ,24-Oct-2014,0.733  
7am ,18-Aug-2014,1.134   
9am ,14-Jul-2014,0.85  
1pm ,26-Jul-2014,1.67  
6am ,30-Dec-2014,1.478  
2am , 6-May-2014,0.163   
4am ,11-Oct-2014,0.162  
6pm ,06-May-2014,1.098kwh 
9am ,28-Dec-2014,0.98  
9am , 4-Oct-2014,0.643
1pm ,25-Jul-2014,0.883 
4am ,12-Nov-2014,0.077kwh  
11pm ,23-May-2014,0.768kwh 
1pm ,28-Nov-2014,0.167kwh
12pm ,21-Jan-2014,1.09   
4am ,03-Jun-2014,0.389kwh
12pm ,09-Oct-2014,0.312kwh
10pm ,12-Mar-2014,0.468kwh 
9pm ,26-Aug-2014,0.72
4pm ,20-Apr-2014,0.238kwh  
4pm , 4-Nov-2014,0.196kwh  
9am ,25-Aug-2014,0.36  
5am ,6-Nov-2014,0.584  
10am ,25-Mar-2014,0.349 
12pm , 3-May-2014,0.466   
11am , 3-Jun-2014,0.774 
1pm ,12-Jan-2014,1.008kwh
8pm ,29-Dec-2014,1.672kwh
10am ,25-Feb-2014,0.432kwh
9am ,30-Dec-2014,0.333kwh 
2am , 7-Jul-2014,0.514 
12am ,19-Jun-2014,0.599kwh 
11am ,21-Jan-2014,1.17  
7pm ,19-Mar-2014,1.238  
3pm ,18-Apr-2014,0.13kwh 
3am ,30-Jan-2014,0.456 
11am ,8-Nov-2014,0.251
3pm ,04-Aug-2014,0.456   
3am ,25-Jan-2014,0.612   
11pm ,20-Jun-2014,1.638  
11pm ,05-Feb-2014,0.522kwh
3pm ,22-Oct-2014,0.281kwh  
9am ,22-May-2014,0.235kwh
12am , 7-Jul-2014,0.648kwh  
4am , 9-Jul-2014,0.394 
5am ,29-Mar-2014,0.216  
3pm ,26-Jul-2014,1.879   
4am ,24-Jul-2014,0.485
10pm ,10-Jul-2014,1.332kwh
1pm ,19-Nov-2014,0.187 
2pm ,22-Aug-2014,0.494kwh
9pm ,15-Aug-2014,0.47kwh 
3am , 3-Apr-2014,0.065 
2pm ,17-Jul-2014,1.085kwh
10pm ,30-Sep-2014,0.343 
2pm ,22-Apr-2014,0.112 
7am , 3-Feb-2014,0.983  
3pm ,08-Feb-2014,0.907kwh  
11am ,20-Feb-2014,0.492 
5am ,20-Aug-2014,1.122  
11pm ,26-Apr-2014,0.342
1pm ,23-Aug-2014,0.698kwh
6pm ,30-Jan-2014,3.136   
6pm ,07-May-2014,1.299  
1am ,16-Jul-2014,0.456 
5pm ,27-Jan-2014,3.12   
9pm ,25-Jan-2014,0.896 
4pm ,28-Jul-2014,0.787   
8pm ,28-Oct-2014,1.094   
9am ,4-Jan-2014,1.782  
10pm ,28-Feb-2014,0.848  
4am ,12-Jan-2014,0.606  
12am ,03-Aug-2014,0.816kwh  
6pm ,24-Feb-2014,1.781  
8pm ,10-Feb-2014,2.304   
6pm ,18-Oct-2014,1.112 
1pm , 1-Oct-2014,0.192  
3pm , 8-Aug-2014,0.403kwh  
2pm ,21-Jun-2014,1.411kwh  
1pm ,18-Dec-2014,0.471   
9am ,27-May-2014,0.25  
10pm ,20-Jun-2014,1.147 
5pm ,09-Nov-2014,0.482 
12am ,12-Jul-2014,1.555kwh 
11pm ,28-Jun-2014,1.638 
2am ,13-Aug-2014,0.202
9am ,31-Mar-2014,0.259kwh  
11am ,08-Mar-2014,0.576  
5am ,30-Jun-2014,2.00kwh  
9pm ,30-Aug-2014,0.571  
7pm ,16-Apr-2014,0.481  
7pm ,28-Oct-2014,0.94 
3am ,14-Oct-2014,0.144kwh
4pm ,30-Apr-2014,0.119
11pm ,20-Sep-2014,0.798  
6pm , 4-Jul-2014,3.864 
7pm , 7-May-2014,1.512kwh  
6pm ,23-Oct-2014,0.958 
2am ,10-Dec-2014,0.244 
8am , 4-Nov-2014,0.205 
7am ,23-Jan-2014,1.854  
8am , 4-Apr-2014,0.13
8am , 4-Feb-2014,0.427
6pm , 5-Jun-2014,2.671
6pm ,10-Apr-2014,0.462   
10am ,13-Jan-2014,0.752 
5pm ,12-Jan-2014,1.746kwh  
1pm ,15-Apr-2014,0.11  
6am ,15-Feb-2014,0.998
11pm ,08-May-2014,0.464 
5pm , 3-Aug-2014,1.004kwh  
10am , 6-Feb-2014,0.494 
6am ,12-Aug-2014,1.166  
5am ,11-May-2014,0.194kwh
3pm ,10-Dec-2014,0.449 
6am ,23-Feb-2014,1.037
2am ,28-Mar-2014,0.187  
3pm ,18-Aug-2014,0.408 
9pm ,18-Jan-2014,0.712 
1am ,10-Jul-2014,0.475kwh  
7pm ,17-Jul-2014,4.709 
4am ,22-Dec-2014,0.222kwh 
12pm ,23-Jun-2014,1.026 
5pm ,24-Sep-2014,1.065  
1pm , 4-Nov-2014,0.216kwh 
6pm , 8-Sep-2014,0.921   
8pm , 3-Nov-2014,0.684  
10pm ,07-Jun-2014,0.698kwh 
1pm ,25-Dec-2014,0.51 
9am ,10-Jul-2014,0.792kwh  
9am ,30-Oct-2014,0.149 
4am ,10-Oct-2014,0.126kwh
4am ,15-Jun-2014,0.529 
5pm ,21-Aug-2014,1.70   
12am ,19-Dec-2014,0.393  
9pm ,22-Mar-2014,0.342
